index, timestamp, x, y, z, qx, qy, qz, qw
70, 0.00000000, 71.39056500, -119.89969400, 30.44109100, -0.00003400, 0.00009700, 0.65350400, 0.75692300
71, 0.00000000, 56.89377900, -126.47875500, 30.31892300, -0.00006000, 0.00005000, 0.38591600, 0.92253400
72, 0.00000000, 64.18269500, -109.50445100, 30.62297700, -0.00012100, 0.00013100, 0.99069600, 0.13609700
73, 0.00000000, 60.97516900, -117.86444800, 30.39380500, 0.00009400, -0.00009200, -0.99188700, 0.12712500
75, 0.00000000, 52.07957300, -109.18013800, 30.46961100, 0.00000400, -0.00012100, -0.91731200, 0.39817000
76, 0.00000000, 35.04232800, -117.65985800, 30.18930400, 0.00010800, -0.00003500, -0.91552000, 0.40227200
77, 0.00000000, 19.92154700, -117.11653100, 29.92819700, 0.00017100, -0.00005100, -0.99561300, 0.09356200
78, 0.00000000, 9.49018300, -105.01185000, 30.08504700, 0.00016700, -0.00001200, -0.98616600, 0.16576100
79, 0.00000000, 21.23318900, -95.72804400, 30.72777700, -0.00006700, -0.00002200, 0.93049400, 0.36630700
80, 0.00000000, 17.70479300, -83.10273800, 30.84871500, 0.00006600, 0.00002700, -0.99243100, 0.12280100
81, 0.00000000, 23.35792400, -69.49377300, 31.05409700, -0.00006800, -0.00000200, 0.00874600, 0.99996200
82, 0.00000000, 29.16405700, -55.05827700, 31.77117900, 0.00009700, -0.00006600, -0.28399500, 0.95882600
83, 0.00000000, 35.22386900, -38.09471400, 32.97106400, -0.00009000, -0.00009300, 0.53539000, 0.84460500
84, 0.00000000, 37.54858700, -21.12877100, 34.05484800, -0.00017300, -0.00002600, 0.53041900, 0.84773600
85, 0.00000000, 47.31175000, -6.96167500, 35.35167700, 0.00023000, 0.00004900, -0.99400900, 0.10929400
86, 0.00000000, 53.78246300, 7.55752300, 36.09375600, -0.00004800, -0.00006300, 0.99870200, 0.05093100
87, 0.00000000, 59.93583800, 19.46403300, 36.55188100, 0.00013300, -0.00000400, -0.99755700, 0.06985300
88, 0.00000000, 66.38381900, 18.99339000, 36.68319000, 0.00008200, -0.00007900, -0.97820700, 0.20763200
89, 0.00000000, 73.18896100, 16.05725300, 36.95673200, -0.00004400, 0.00003600, -0.05340800, 0.99857300
90, 0.00000000, 78.27036000, 13.47562400, 37.03367100, -0.00003000, 0.00001100, 0.10518500, 0.99445300
91, 0.00000000, 65.03498300, 32.38636600, 37.06589700, 0.00001700, 0.00007100, -0.38542200, 0.92274000
93, 0.00000000, 65.32519600, 59.15519600, 38.04008700, -0.00000600, 0.00006000, 0.38133700, 0.92443600
94, 0.00000000, 65.41939100, 73.92006200, 38.16161100, 0.00019400, 0.00003500, -0.93775700, 0.34729300
95, 0.00000000, 53.19765500, 67.19247100, 38.61511600, 0.00018800, -0.00003300, -0.79115100, 0.61162100
96, 0.00000000, 35.73820800, 70.60449900, 39.00547500, -0.00019700, 0.00000700, 0.36133700, 0.93243500
97, 0.00000000, 17.39023600, 71.04302600, 39.09827300, -0.00025400, 0.00006100, 0.97398100, 0.22663100
98, 0.00000000, 3.46366200, 73.79262700, 39.25216100, -0.00002500, -0.00008900, -0.61592900, 0.78780200
99, 0.00000000, -13.34155800, 70.41306700, 39.12716700, 0.00001600, -0.00001800, -0.43274300, 0.90151700
100, 0.00000000, -22.94258700, 71.21082200, 39.14743500, -0.00015400, 0.00013300, 0.85017100, 0.52650600
101, 0.00000000, -28.04493000, 63.40326100, 39.44527100, -0.00009600, 0.00011300, 0.22982800, 0.97323100
102, 0.00000000, -44.40711800, 70.01904600, 39.46465300, -0.00010400, 0.00011400, 0.62441700, 0.78109100
103, 0.00000000, -33.31337100, 77.71366900, 38.97337100, 0.00000900, -0.00005300, -0.63013500, 0.77648600
104, 0.00000000, -37.91213500, 77.35919500, 38.23791700, -0.00013100, 0.00014400, 0.83664400, 0.54774600
